prelims_year,prelims_exam_stage,prelims_question_type,prelims_subject,prelims_sub_topic,prelims_keywords,prelims_difficulty_level,prelims_question_formate,prelims_current_affairs_linked,prelims_repeated_theme
2017,Prelims,Static,Science & Tech,Defence Tech,"innovation, research, applications, technology",Medium,Conceptual,No,Yes
2017,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Factual,No,Yes
2017,Prelims,Mixed,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Easy,Factual,No,Yes
2017,Prelims,Mixed,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Medium,Factual,Yes,Yes
2017,Prelims,Mixed,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Easy,Factual,No,No
2017,Prelims,Static,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Hard,Statement-based,Yes,No
2017,Prelims,Mixed,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Medium,Factual,Yes,No
2017,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Hard,Factual,No,No
2017,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Factual,No,Yes
2017,Prelims,Mixed,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Medium,Statement-based,Yes,Yes
2017,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Medium,Factual,No,No
2017,Prelims,Static,History,Art & Culture,"culture, chronology, movements, administration, society",Medium,Conceptual,No,Yes
2017,Prelims,Current,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Easy,Factual,Yes,No
2017,Prelims,Static,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Easy,Conceptual,Yes,Yes
2017,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Easy,Conceptual,Yes,Yes
2017,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Factual,Yes,No
2017,Prelims,Current,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Medium,Statement-based,Yes,Yes
2017,Prelims,Current,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Hard,Factual,No,No
2017,Prelims,Static,Economy,Inflation,"growth, development, policy, indicators, reforms",Medium,Factual,No,Yes
2017,Prelims,Current,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Hard,Statement-based,Yes,No
2017,Prelims,Mixed,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Hard,Statement-based,No,Yes
2017,Prelims,Current,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Easy,Statement-based,Yes,No
2017,Prelims,Static,Economy,Banking,"growth, development, policy, indicators, reforms",Easy,Factual,Yes,Yes
2017,Prelims,Mixed,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Easy,Conceptual,No,No
2017,Prelims,Mixed,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Medium,Factual,Yes,No
2017,Prelims,Static,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Hard,Factual,Yes,No
2017,Prelims,Current,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Hard,Conceptual,Yes,Yes
2017,Prelims,Static,Economy,Budget,"growth, development, policy, indicators, reforms",Easy,Statement-based,Yes,No
2017,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Factual,No,Yes
2017,Prelims,Current,Economy,Inflation,"growth, development, policy, indicators, reforms",Hard,Conceptual,No,Yes
2017,Prelims,Current,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Factual,No,No
2017,Prelims,Mixed,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Hard,Statement-based,Yes,No
2017,Prelims,Static,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Statement-based,Yes,Yes
2017,Prelims,Mixed,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Easy,Conceptual,Yes,Yes
2017,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Medium,Statement-based,No,No
2017,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Factual,No,No
2017,Prelims,Current,Science & Tech,IT,"innovation, research, applications, technology",Easy,Factual,No,Yes
2017,Prelims,Mixed,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Medium,Statement-based,No,No
2017,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Medium,Conceptual,No,Yes
2017,Prelims,Mixed,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Easy,Conceptual,Yes,Yes
2017,Prelims,Static,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Easy,Factual,Yes,Yes
2017,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Hard,Conceptual,Yes,No
2017,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,Yes,No
2017,Prelims,Current,Science & Tech,Defence Tech,"innovation, research, applications, technology",Hard,Statement-based,Yes,Yes
2017,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Factual,No,Yes
2017,Prelims,Static,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Medium,Conceptual,No,No
2017,Prelims,Mixed,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Medium,Factual,Yes,Yes
2017,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Easy,Conceptual,Yes,No
2017,Prelims,Static,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Easy,Factual,Yes,Yes
2017,Prelims,Current,Science & Tech,IT,"innovation, research, applications, technology",Medium,Conceptual,No,Yes
2017,Prelims,Mixed,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Hard,Conceptual,No,Yes
2017,Prelims,Current,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Medium,Factual,No,Yes
2017,Prelims,Mixed,Economy,Budget,"growth, development, policy, indicators, reforms",Hard,Factual,No,No
2017,Prelims,Mixed,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Statement-based,No,No
2017,Prelims,Current,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Medium,Conceptual,No,No
2017,Prelims,Mixed,Science & Tech,Defence Tech,"innovation, research, applications, technology",Medium,Statement-based,No,Yes
2017,Prelims,Static,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Easy,Statement-based,No,Yes
2017,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Medium,Statement-based,Yes,Yes
2017,Prelims,Mixed,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Conceptual,No,Yes
2017,Prelims,Static,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Conceptual,No,No
2017,Prelims,Static,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Statement-based,No,Yes
2017,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Medium,Factual,No,Yes
2017,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Hard,Conceptual,Yes,Yes
2017,Prelims,Current,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,Yes,Yes
2017,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Conceptual,Yes,No
2017,Prelims,Static,Economy,Banking,"growth, development, policy, indicators, reforms",Medium,Statement-based,Yes,Yes
2017,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Factual,No,Yes
2017,Prelims,Current,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Medium,Conceptual,Yes,No
2017,Prelims,Current,Economy,Banking,"growth, development, policy, indicators, reforms",Easy,Statement-based,Yes,No
2017,Prelims,Mixed,Science & Tech,IT,"innovation, research, applications, technology",Easy,Statement-based,No,Yes
2017,Prelims,Mixed,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Medium,Factual,Yes,No
2017,Prelims,Static,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Medium,Conceptual,No,Yes
2017,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Easy,Statement-based,Yes,No
2017,Prelims,Static,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Hard,Conceptual,Yes,No
2017,Prelims,Static,Science & Tech,IT,"innovation, research, applications, technology",Easy,Conceptual,No,Yes
2017,Prelims,Current,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Medium,Conceptual,No,Yes
2017,Prelims,Mixed,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Medium,Conceptual,No,No
2017,Prelims,Static,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Conceptual,Yes,No
2017,Prelims,Current,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Easy,Factual,No,No
2017,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Conceptual,No,Yes
2017,Prelims,Mixed,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Medium,Statement-based,No,Yes
2017,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Statement-based,No,No
2017,Prelims,Static,Science & Tech,Defence Tech,"innovation, research, applications, technology",Easy,Factual,No,Yes
2017,Prelims,Current,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Hard,Factual,No,No
2017,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Factual,No,Yes
2017,Prelims,Mixed,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Easy,Factual,Yes,Yes
2017,Prelims,Static,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Factual,Yes,No
2017,Prelims,Static,Economy,Banking,"growth, development, policy, indicators, reforms",Easy,Factual,Yes,No
2017,Prelims,Mixed,Economy,Budget,"growth, development, policy, indicators, reforms",Medium,Statement-based,Yes,Yes
2017,Prelims,Mixed,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Medium,Factual,No,Yes
2017,Prelims,Mixed,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Easy,Conceptual,Yes,No
2017,Prelims,Static,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Easy,Statement-based,No,Yes
2017,Prelims,Static,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Medium,Conceptual,No,Yes
2017,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Hard,Statement-based,No,Yes
2017,Prelims,Current,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Hard,Factual,No,No
2017,Prelims,Current,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,No,No
2017,Prelims,Mixed,History,Art & Culture,"culture, chronology, movements, administration, society",Easy,Conceptual,No,Yes
2017,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Hard,Statement-based,No,No
2018,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Conceptual,No,No
2018,Prelims,Static,Science & Tech,Defence Tech,"innovation, research, applications, technology",Easy,Statement-based,No,Yes
2018,Prelims,Mixed,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Hard,Factual,Yes,Yes
2018,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Hard,Statement-based,Yes,No
2018,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,Yes,No
2018,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Easy,Conceptual,Yes,No
2018,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Hard,Factual,Yes,No
2018,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Statement-based,Yes,No
2018,Prelims,Mixed,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,Yes,Yes
2018,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Medium,Statement-based,No,Yes
2018,Prelims,Current,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,Yes,No
